,Unnamed: 0,word,sense_index,name,lexname,pos,definition,examples,semcor_examples
283,7,water,7,water.v.02,verb.possession,v,provide with water,We watered the buffalo,"To prepare mustard cream, blend mustard with enough water to make a thin paste."
284,8,water,8,water.v.03,verb.body,v,"secrete or form water, as tears or saliva",My mouth watered at the prospect of a good dinner;His eyes watered,"Here in an evening Persians enjoy many of the things which are important to them : poetry, water, the moon, a beautiful face."
285,9,water,9,water.v.04,verb.change,v,fill with tears,His eyes were watering,[]
286,0,down,0,down.n.01,noun.animal,n,soft fine feathers,,When carving he was charged with spontaneous energy; too careful or detailed studies in clay and wax would have glued him down to a mere enlarging of his model.
287,1,down,1,down.n.02,noun.act,n,(American football) a complete play to advance the football,you have four downs to gain ten yards,Soon they will begin to hunt down the traitors they are assured are in our midst.
288,2,down,2,down.n.03,noun.person,n,English physician who first described Down's syndrome (1828-1896),,[]
289,3,down,3,down.n.04,noun.object,n,(usually plural) a rolling treeless highland with little soil,,[]
290,4,down,4,down.n.05,noun.body,n,fine soft dense hair (as the fine short hair of cattle or deer or the wool of sheep or the undercoat of certain dogs),,[]
291,5,down,5,toss_off.v.02,verb.consumption,v,drink down entirely,He downed three martinis before dinner;She killed a bottle of brandy that night;They popped a few beer after work,"Only an occasional tip turned out to be a phony, and, like the police, Casey had made a point of running down all such suggestions and he did not hesitate this time."
292,6,down,6,devour.v.03,verb.consumption,v,eat immoderately,Some people can down a pound of meat in the course of one meal,[]
293,7,down,7,down.v.03,verb.competition,v,bring down or defeat (an opponent),,Jay Porter drew a base on balls to fill the bases but Don Wert 's smash was knocked down by Rudolph for the putout.
294,8,down,8,down.v.04,verb.motion,v,shoot at and force to come down,the enemy landed several of our aircraft,[]
295,9,down,9,down.v.05,verb.contact,v,cause to come or go down,The policeman downed the heavily armed suspect;The mugger knocked down the old lady after she refused to hand over her wallet,[]
296,10,down,10,polish.v.02,verb.change,v,improve or perfect by pruning or polishing,refine one's style of writing,[]
297,11,down,11,down.a.01,adj.all,a,being or moving lower in position or less in some value,lay face down;the moon is down;our team is down by a run;down by a pawn;the stock market is down today,"Smiling at his quixotic thoughts, Warren turned back from the opening and lit a cigarette before sitting down."
298,12,down,12,down.s.02,adj.all,s,extending or moving from a higher to a lower place,the down staircase;the downward course of the stream,[]
299,13,down,13,down.s.03,adj.all,s,becoming progressively lower,the down trend in the real estate market,"It crept into the open neck of her blouse and slid down her body, seeping into her flesh through all the quivering pores of her skin."
300,14,down,14,down.s.04,adj.all,s,being put out by a strikeout,two down in the bottom of the ninth,[]
301,15,down,15,down.s.05,adj.all,s,understood perfectly,had his algebra problems down,"Until the Bucs ' bats quieted down a bit in Cincinnati over the weekend, the champions had eight men hitting over.300."
302,16,down,16,depressed.s.01,adj.all,s,lower than previously,the market is depressed;prices are down,[]
303,17,down,17,down.s.07,adj.all,s,shut,the shades were down,[]
304,18,down,18,down.s.08,adj.all,s,not functioning (temporarily or permanently),we can't work because the computer is down,[]
305,19,down,19,gloomy.s.02,adj.all,s,filled with melancholy and despondency,gloomy at the thought of what he had to face;gloomy predictions;a gloomy silence;took a grim view of the economy;the darkening mood;lonely and blue in a strange city;depressed by the loss of his job;a dispirited and resigned expression on her face;downcast after his defeat;feeling discouraged and downhearted,[]
306,20,down,20,down.r.01,adv.all,r,spatially or metaphorically from a higher to a lower level or position,don't fall down;rode the lift up and skied down;prices plunged downward,"Just before leaving the arroyo where he was partially concealed, he did hear shots down at the house."
307,21,down,21,down.r.02,adv.all,r,away from a more central or a more northerly place,was sent down to work at the regional office;worked down on the farm;came down for the wedding;flew down to Florida,Baltimore 's bulky spring training contingent now gradually will be reduced as Manager Paul Richards and his coaches seek to trim it down to a more streamlined and workable unit.
308,22,down,22,down.r.03,adv.all,r,paid in cash at time of purchase,put ten dollars down on the necklace,"He climbed down, went back into the tunnel and tossed the razor into the pit."
309,23,down,23,down.r.04,adv.all,r,from an earlier time,the story was passed down from father to son,[]
310,24,down,24,down.r.05,adv.all,r,to a lower intensity,he slowly phased down the light until the stage was completely black,[]
311,25,down,25,down.r.06,adv.all,r,in an inactive or inoperative state,the factory went down during the strike;the computer went down again,[]
312,0,hair,0,hair.n.01,noun.body,n,a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss,he combed his hair;each hair consists of layers of dead keratinized cells,"David finished shaving, washed his face clean of lather, and combed and retied his hair."
313,1,hair,1,hair's-breadth.n.01,noun.quantity,n,a very small distance or space,they escaped by a hair's-breadth;they lost the election by a whisker,[]
314,2,hair,2,hair.n.03,noun.plant,n,filamentous hairlike growth on a plant,peach fuzz,[]
315,3,hair,3,hair.n.04,noun.body,n,any of the cylindrical filaments characteristically growing from the epidermis of a mammal,there is a hair in my soup,[]
316,4,hair,4,haircloth.n.01,noun.artifact,n,cloth woven from horsehair or camelhair; used for upholstery or stiffening in garments,,[]
317,5,hair,5,hair.n.06,noun.animal,n,a filamentous projection or process on an organism,,[]
318,0,cow,0,cow.n.01,noun.animal,n,"female of domestic cattle: ""`moo-cow' is a child's term""",,"We tumbled to a stop in Deacon Gordon 's cow hole, a low-lying bit of pasture with a muddy pool of water in its middle."
319,1,cow,1,cow.n.02,noun.animal,n,mature female of mammals of which the male is called `bull',,"Also, interlobular air drifts may be all but nonexistent in the cow; probably occur in the horse much as in the human being; and, in contrast are present to a relatively immense degree on a segmental basis in the dog where lobules are absent ( Van Allen and Lindskog, ' 31 )."
320,2,cow,2,cow.n.03,noun.person,n,a large unpleasant woman,,[]
321,3,cow,3,overawe.v.01,verb.emotion,v,"subdue, restrain, or overcome by affecting with a feeling of awe; frighten (as with threats)",,[]
322,0,more,0,more.n.01,noun.person,n,"English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state",,[]
323,1,more,1,more.a.01,adj.all,a,(comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount or extent or degree,more land;more support;more rain fell;more than a gallon,"If it 's true that contented cows give more milk, why should n't happy ball players produce more base hits ?"
324,2,more,2,more.a.02,adj.all,a,(comparative of `many' used with count nouns) quantifier meaning greater in number,a hall with more seats;we have no more bananas;more than one,"He will be succeeded by Rob Ledford of Gainesville, who has been an assistant more than three years."
325,3,more,3,more.r.01,adv.all,r,used to form the comparative of some adjectives and adverbs,more interesting;more beautiful;more quickly,"The Texans have two more road games - at Buffalo and Houston - before they play for the home folks again, and it looks as if coach Hank Stram 's men will meet the Bills just as they are developing into the kind of team they were expected to be in pre-season reckonings."
326,4,more,4,more.r.02,adv.all,r,comparative of much; to a greater degree or extent,he works more now;they eat more than they should,The petition said that the couple has not lived together as man and wife for more than a year.
327,0,outside,0,outside.n.01,noun.location,n,the region that is outside of something,,"On the street outside, Hieronymus envisions a holocaust of the vanities of this world, such a burning of artistic and erotic productions as his namesake actually brought to pass in Florence, and prophetically he issues his curse : "" Gladius Dei super terram cito et velociter ""."
328,1,outside,1,outside.n.02,noun.location,n,the outer side or surface of something,,"In one cartoon a family is shown outside a theater with the head of the family addressing the doorman : "" Excuse me, but when we came out we found that we had left my daughter 's handbag and my wife 's behind ""."
329,2,outside,2,outside.a.01,adj.all,a,relating to or being on or near the outer side or limit,an outside margin,"To reduce heat transfer from the hot gas to this anode holder outside the region of the arc, a carbon shield was attached to the surface providing an air gap of 1/16 inch between the plate and the surface of the anode holder."
330,3,outside,3,external.s.02,adj.all,s,coming from the outside,extraneous light in the camera spoiled the photograph;relying upon an extraneous income;disdaining outside pressure groups,"Wait "" ! cried the guard who ran from the hut to shout to other men standing about outside."
331,4,outside,4,outside.s.03,adj.all,s,"originating or belonging beyond some bounds:""the outside world""",outside interests;an outside job,A man could be tossed outside the dimension of time by a stray bullet these days.
332,5,outside,5,outdoor.a.01,adj.all,a,"located, suited for, or taking place in the open air",outdoor clothes;badminton and other outdoor games;a beautiful outdoor setting for the wedding,"As the camp emptied, it was refilled by a draining of the camps and towns around Lublin, then by deportees from outside Poland."
333,6,outside,6,outside.s.05,adj.all,s,functioning outside the boundaries or precincts of an organized unit,extramural hospital care and treatment;extramural studies,"While Protogeometric vases usually turn up, especially outside Greece proper, together with as many or more examples of local stamp, these "" non Greek "" patterns had mostly vanished by the later ninth century."
334,7,outside,7,outside.s.06,adj.all,s,leading to or from the outside,an outside door,Persons developed in to-day 's corporations cannot hope to serve here - a judgment based on experiences of my own in business and in activities outside.
335,8,outside,8,external.s.03,adj.all,s,from or between other countries,external commerce;international trade;developing nations need outside help,"They never troubled themselves about us while we were playing, because the fence formed such a definite boundary and "" Do n't go outside the gate "" was a command so impossible of misinterpretation."
336,9,outside,9,outside.s.08,adj.all,s,very unlikely,an outside chance;a remote possibility;a remote contingency,[]
337,10,outside,10,outside.s.09,adj.all,s,on or toward an outer edge,an outer lane;the outside lane,[]
338,11,outside,11,away.s.03,adj.all,s,(of a baseball pitch) on the far side of home plate from the batter,the pitch was away (or wide);an outside pitch,[]
339,12,outside,12,outside.r.01,adv.all,r,outside a building,in summer we play outside,"These are the centuries in which the inhabitants of the Aegean world settled firmly into their minds and into their institutions the foundations of the Hellenic outlook, independent of outside forces."
340,13,outside,13,outside.r.02,adv.all,r,on the outside,"outside, the box is black","A rough attempt was made to characterize the vertical profile of the cloud by taking samples from outside the windows on the first, ninth, and fifteenth floors of a Government office building."
341,0,spoon,0,spoon.n.01,noun.artifact,n,a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food,,"She would hover over him and, looking like her brother, anxiously watch the progress of Scotty 's fork or spoon."
342,1,spoon,1,spoon.n.02,noun.quantity,n,as much as a spoon will hold,he added two spoons of sugar,[]
343,2,spoon,2,spoon.n.03,noun.artifact,n,formerly a golfing wood with an elevated face,,[]
344,3,spoon,3,spoon.v.01,verb.contact,v,scoop up or take up with a spoon,spoon the sauce over the roast,[]
345,4,spoon,4,smooch.v.01,verb.contact,v,snuggle and lie in a position where one person faces the back of the others,,[]
346,0,mine,0,mine.n.01,noun.artifact,n,excavation in the earth from which ores and minerals are extracted,,[]
347,1,mine,1,mine.n.02,noun.artifact,n,explosive device that explodes on contact; designed to destroy vehicles or ships or to kill or maim personnel,,[]
348,2,mine,2,mine.v.01,verb.consumption,v,get from the earth by excavation,mine ores and metals,[]
349,3,mine,3,mine.v.02,verb.competition,v,lay mines,The Vietnamese mined Cambodia,[]
350,0,door,0,door.n.01,noun.artifact,n,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,he knocked on the door;he slammed the door as he left,"When the house was about half consumed, his comrade ran to the door and threw up his hands, declaring repeatedly that he did not know the whereabouts of Manuel."
351,1,door,1,doorway.n.01,noun.artifact,n,the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close,he stuck his head in the doorway,"When they were refused entrance to his brother 's house nearby, they smashed down the door, broke the window, and threw lighted clothes wet with kerosene into the room."
352,2,door,2,door.n.03,noun.attribute,n,anything providing a means of access (or escape),we closed the door to Haitian immigrants;education is the door to success,He clattered down the stairs and out of the door.
353,3,door,3,door.n.04,noun.artifact,n,a structure where people live or work (usually ordered along a street or road),the office next door;they live two doors up the street from us,[]
354,4,door,4,door.n.05,noun.artifact,n,a room that is entered via a door,his office is the third door down the hall on the left,[]
355,0,eat,0,eat.v.01,verb.consumption,v,take in solid food,She was eating a banana;What did you eat for dinner last night?,[]
356,1,eat,1,eat.v.02,verb.consumption,v,eat a meal; take a meal,"We did not eat until 10 P.M. because there were so many phone calls;I didn't eat yet, so I gladly accept your invitation",[]
357,2,eat,2,feed.v.06,verb.consumption,v,take in food; used of animals only,This dog doesn't eat certain kinds of meat;What do whales eat?,[]
358,3,eat,3,eat.v.04,verb.emotion,v,worry or cause anxiety in a persistent way,What's eating you?,[]
359,4,eat,4,consume.v.05,verb.consumption,v,use up (resources or materials),this car consumes a lot of gas;We exhausted our savings;They run through 20 bottles of wine a week,[]
360,5,eat,5,corrode.v.01,verb.change,v,"cause to deteriorate due to the action of water, air, or an acid",The acid corroded the metal;The steady dripping of water rusted the metal stopper in the sink,[]
361,0,airplane,0,airplane.n.01,noun.artifact,n,an aircraft that has a fixed wing and is powered by propellers or jets,the flight was delayed due to trouble with the airplane,"They were learning trades as diverse as shoe repairing, bricklaying, carpentry, cabinet making, auto mechanics, and airplane mechanics."
362,0,tree,0,tree.n.01,noun.plant,n,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,,"In any case, though they had been promised immortality if they ate of the tree, they obtained mortality instead."
363,1,tree,1,tree.n.02,noun.shape,n,a figure that branches from a single root,genealogical tree,[]
364,2,tree,2,tree.n.03,noun.person,n,English actor and theatrical producer noted for his lavish productions of Shakespeare (1853-1917),,[]
365,3,tree,3,corner.v.02,verb.motion,v,force a person or an animal into a position from which he cannot escape,,[]
366,4,tree,4,tree.v.02,verb.contact,v,plant with trees,this lot should be treed so that the house will be shaded in summer,[]
367,5,tree,5,tree.v.03,verb.competition,v,chase an animal up a tree,the hunters treed the bear with dogs and killed it;her dog likes to tree squirrels,[]
368,6,tree,6,tree.v.04,verb.change,v,stretch (a shoe) on a shoetree,,[]
369,0,mouth,0,mouth.n.01,noun.body,n,the opening through which food is taken in and vocalizations emerge,he stuffed his mouth with candy,"He breathed now with his mouth open, showing a whitely curving section of lower teeth; he kept his eyes, with their puffed blurred lids, always lowered, though not, apparently, focusing."
370,1,mouth,1,mouth.n.02,noun.body,n,the externally visible part of the oral cavity on the face and the system of organs surrounding the opening,she wiped lipstick from her mouth,"He was seeing, somehow, the face of a young boy, the boy Simms Purdew must once have been, a boy with sorrel hair, and blue eyes dancing with gaiety, and the boy mouth grinning trustfully among the freckles."
371,2,mouth,2,mouth.n.03,noun.object,n,an opening that resembles a mouth (as of a cave or a gorge),he rode into the mouth of the canyon;they built a fire at the mouth of the cave,"Scotty looked at the children, his mouth slightly opened, his eyes dull."
372,3,mouth,3,mouth.n.04,noun.object,n,the point where a stream issues into a larger body of water,New York is at the mouth of the Hudson,The dust thick saliva came from his mouth like balled cotton.
373,4,mouth,4,mouth.n.05,noun.person,n,a person conceived as a consumer of food,he has four mouths to feed,We 'll not talk out of one side of our mouth in Morris County and out of the other side in Hudson.
374,5,mouth,5,mouthpiece.n.03,noun.person,n,a spokesperson (as a lawyer),,[]
375,6,mouth,6,sass.n.01,noun.communication,n,an impudent or insolent rejoinder,don't give me any of your sass,[]
376,7,mouth,7,mouth.n.08,noun.artifact,n,the opening of a jar or bottle,the jar had a wide mouth,[]
377,8,mouth,8,talk.v.02,verb.communication,v,express in speech,She talks a lot of nonsense;This depressed patient does not verbalize,""" The heart "", I said finally, "" is now either in the throat or the mouth or the stomach or the shoes."
378,9,mouth,9,mouth.v.02,verb.communication,v,articulate silently; form words with the lips only,She mouthed a swear word,"When she had wiped some of the lipstick from her mouth, she stared solemnly at her image in the mirror."
379,10,mouth,10,mouth.v.03,verb.contact,v,touch with the mouth,,[]
380,0,light,0,light.n.01,noun.phenomenon,n,(physics) electromagnetic radiation that can produce a visual sensation,the light was filtered through a soft glass window,"In the indirect method, this was evident from the fact that tumor sections were stained light green even when stained with NS and * * f or with * * f only."
381,1,light,1,light.n.02,noun.artifact,n,any device serving as a source of illumination,he stopped the car and turned off the lights,"One of the finest soft shoe tunes ever invented, "" Once in Love with Amy "" is also, of course, one of the most tantalizingly persistent of light love lyrics to come out of American musical comedy in our era."
382,2,light,2,light.n.03,noun.cognition,n,a particular perspective or aspect of a situation,"although he saw it in a different light, he still did not understand",[]
383,3,light,3,luminosity.n.01,noun.attribute,n,the quality of being luminous; emitting or reflecting light,its luminosity is measured relative to that of our sun,"The human body - he pointed out, for example - required 33 units of blue light."
384,4,light,4,light.n.05,noun.location,n,an illuminated area,he stepped into the light,Before you use ' em the light company 's got to run in a heavy line and you 'll need a new fuse box for the extra circuits.
385,5,light,5,light.n.06,noun.state,n,a condition of spiritual awareness; divine illumination,follow God's light,[]
386,6,light,6,light.n.07,noun.attribute,n,the visual effect of illumination on objects or scenes as created in pictures,he could paint the lightest light and the darkest dark,[]
387,7,light,7,light.n.08,noun.person,n,a person regarded very fondly,the light of my life,He paused on the landing to steady his breathing and then bent to examine the single door by the light of the weak bulb overhead.
388,8,light,8,light.n.09,noun.state,n,having abundant light or illumination,they played as long as it was light;as long as the lighting was good,"The first directors of the Manchester Light and Power Company were John Marsden, M. L. Manley, William F. Orvis, George Smith, and John Blackmer."
389,9,light,9,light.n.10,noun.cognition,n,mental understanding as an enlightening experience,he finally saw the light;can you shed light on this problem?,"Clever light songs were overly coy, tragic songs a little too melodramatic."
390,10,light,10,sparkle.n.01,noun.attribute,n,merriment expressed by a brightness or gleam or animation of countenance,he had a sparkle in his eye;there's a perpetual twinkle in his eyes,[]
391,11,light,11,light.n.12,noun.cognition,n,public awareness,it brought the scandal to light,[]
392,12,light,12,inner_light.n.01,noun.motive,n,a divine presence believed by Quakers to enlighten and guide the soul,,[]
393,13,light,13,light.n.14,noun.communication,n,a visual warning signal,they saw the light of the beacon;there was a light at every corner,[]
394,14,light,14,lighter.n.02,noun.artifact,n,a device for lighting or igniting fuel or charges or fires,do you have a light?,[]
395,15,light,15,light.v.01,verb.change,v,make lighter or brighter,This lamp lightens the room a bit,"But actually these accounts reveal the supernatural powers that the masters were in fact supposed to possess, as well as the extreme degree of popular credulity : "" Hwang Pah ( O baku ), one day going up Mount Tien Tai, which was believed to have been inhabited by Arhats with supernatural powers, met with a monk whose eyes emitted strange light."
396,16,light,16,light_up.v.05,verb.consumption,v,begin to smoke,"After the meal, some of the diners lit up","There was a light in Black 's front room, but drawn curtains prevented any view of the interior."
397,17,light,17,alight.v.01,verb.motion,v,"to come to rest, settle",Misfortune lighted upon him,[]
398,18,light,18,ignite.v.01,verb.weather,v,cause to start burning; subject to fire or great heat,Great heat can ignite almost any dry matter;Light a cigarette,[]
399,19,light,19,fall.v.20,verb.possession,v,fall to somebody by assignment or lot,The task fell to me;It fell to me to notify the parents of the victims,[]
400,20,light,20,unhorse.v.01,verb.motion,v,alight from (a horse),,[]
401,21,light,21,light.a.01,adj.all,a,of comparatively little physical weight or density,a light load;magnesium is a light metal--having a specific gravity of 1.74 at 20 degrees C,"When he was inducted into the Army at Fort Knox, Ky., Hansen 's weight had dropped to 180 - "" too light for me to be at my best "" he said."
402,22,light,22,light.a.02,adj.all,a,(used of color) having a relatively small amount of coloring agent,light blue;light colors such as pastels;a light-colored powder,"And even if he 'd somehow missed seeing him, he would n't have gone off and left the light on and door open in the file room."
403,23,light,23,light.a.03,adj.all,a,of the military or industry; using (or being) relatively small or light arms or equipment,light infantry;light cavalry;light industry;light weapons,I have requested the Secretary of Defense to reexamine the roles and missions of the reserve components in relation to those of the active forces and in the light of the changing requirements of modern warfare.
404,24,light,24,light.a.04,adj.all,a,not great in degree or quantity or number,a light sentence;a light accent;casualties were light;light snow was falling;light misty rain;light smoke from the chimney,Sections of crown gall tissue similarly stained with either * * f and * * f or NS and * * f also showed only the light green nonspecific fluorescence.
405,25,light,25,light.a.05,adj.all,a,psychologically light; especially free from sadness or troubles,a light heart,"With these gadgets - impressive to the gullible because of their flashing light bulbs, ticks, and buzzes - he then carries out a vicious medical con game, capitalizing on people 's respect for the electrical and atomic wonders of our scientific age."
406,26,light,26,light.a.06,adj.all,a,characterized by or emitting light,a room that is light when the shutters are open;the inside of the house was airy and light,He lived in the dawn; he could only see the light coming over the horizon.
407,27,light,27,unaccented.s.02,adj.all,s,(used of vowels or syllables) pronounced with little or no stress,a syllable that ends in a short vowel is a light syllable;a weak stress on the second syllable,[]
408,28,light,28,light.s.08,adj.all,s,easily assimilated in the alimentary canal; not rich or heavily seasoned,a light diet,"In any instance, you should determine the exposure according to the type of light which falls on most of the subject area."
409,29,light,29,light.s.09,adj.all,s,(used of soil) loose and large-grained in consistency,light soil,Changes of intensity on the cell were achieved by use of a wire screen and by varying the distance of the light source from the cell.
410,30,light,30,clean.s.03,adj.all,s,(of sound or color) free from anything that dulls or dims,efforts to obtain a clean bass in orchestral recordings;clear laughter like a waterfall;clear reds and blues;a light lilting voice like a silver bell,[]
411,31,light,31,light.s.11,adj.all,s,moving easily and quickly; nimble,the dancer was light and graceful;a lightsome buoyant step;walked with a light tripping step,[]
412,32,light,32,light.s.12,adj.all,s,demanding little effort; not burdensome,light housework;light exercise,[]
413,33,light,33,light.a.13,adj.all,a,of little intensity or power or force,the light touch of her fingers;a light breeze,[]
414,34,light,34,light.a.14,adj.all,a,"(physics, chemistry) not having atomic weight greater than average",light water is ordinary water,[]
415,35,light,35,faint.s.04,adj.all,s,weak and likely to lose consciousness,suddenly felt faint from the pain;was sick and faint from hunger;felt light in the head;a swooning fit;light-headed with wine;light-headed from lack of sleep,[]
416,36,light,36,light.s.16,adj.all,s,very thin and insubstantial,thin paper;light summer dresses,[]
417,37,light,37,abstemious.s.02,adj.all,s,marked by temperance in indulgence,abstemious with the use of adverbs;a light eater;a light smoker;ate a light supper,[]
418,38,light,38,light.s.18,adj.all,s,less than the correct or legal or full amount often deliberately so,a light pound;a scant cup of sugar;regularly gives short weight,[]
419,39,light,39,light.s.19,adj.all,s,having little importance,losing his job was no light matter,[]
420,40,light,40,light.s.20,adj.all,s,intended primarily as entertainment; not serious or profound,light verse;a light comedy,[]
421,41,light,41,idle.s.04,adj.all,s,silly or trivial,idle pleasure;light banter;light idle chatter,[]
422,42,light,42,light.s.22,adj.all,s,designed for ease of movement or to carry little weight,light aircraft;a light truck,[]
423,43,light,43,light.s.23,adj.all,s,having relatively few calories,diet cola;light (or lite) beer;lite (or light) mayonnaise;a low-cal diet,[]
424,44,light,44,light.s.24,adj.all,s,(of sleep) easily disturbed,in a light doze;a light sleeper;a restless wakeful night,[]
425,45,light,45,easy.s.10,adj.all,s,casual and unrestrained in sexual behavior,her easy virtue;he was told to avoid loose (or light) women;wanton behavior,[]
426,46,light,46,lightly.r.02,adv.all,r,with few burdens,experienced travellers travel light,[]
427,0,horse,0,horse.n.01,noun.animal,n,solid-hoofed herbivorous quadruped domesticated since prehistoric times,,"He dropped his earlier and delightful hamming, which is about the only way to handle the old war horse called "" Charley's Aunt "", and let himself go with as an appealing an "" Amy "" as anybody could ask."
428,1,horse,1,horse.n.02,noun.artifact,n,a padded gymnastic apparatus on legs,,"Arm, shoulder, chest, upper and lower back strength will be aided with the Horse Kick."
429,2,horse,2,cavalry.n.01,noun.group,n,troops trained to fight on horseback,500 horse led the attack,[]
430,3,horse,3,sawhorse.n.01,noun.artifact,n,a framework for holding wood that is being sawed,,[]
431,4,horse,4,knight.n.02,noun.artifact,n,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),,[]
432,5,horse,5,horse.v.01,verb.consumption,v,provide with a horse or horses,,[]
433,0,belly,0,abdomen.n.01,noun.body,n,the region of the body of a vertebrate between the thorax and the pelvis,,They 'd cut their mothers ' belly open.
434,1,belly,1,belly.n.02,noun.body,n,a protruding abdomen,,"His head undulated gradually, covering space, to come straining beneath the taut belly within the warmth of those teats."
435,2,belly,2,belly.n.03,noun.shape,n,a part that bulges deeply,the belly of a sail,[]
436,3,belly,3,belly.n.04,noun.location,n,the hollow inside of something,in the belly of the ship,[]
437,4,belly,4,belly.n.05,noun.animal,n,the underpart of the body of certain vertebrates such as snakes or fish,,[]
438,5,belly,5,belly.v.01,verb.change,v,swell out or bulge out,,[]
439,0,flower,0,flower.n.01,noun.plant,n,a plant cultivated for its blooms or blossoms,,"It is not difficult to see that the stamens of the catkin are always arranged in pairs, and that each individual flower is nothing but one such pair standing on a green, black tipped little scale."
440,1,flower,1,flower.n.02,noun.plant,n,reproductive organ of angiosperm plants especially one having showy or colorful parts,,[]
441,2,flower,2,flower.n.03,noun.time,n,the period of greatest prosperity or productivity,,[]
442,3,flower,3,bloom.v.01,verb.change,v,produce or yield flowers,The cherry tree bloomed,[]
443,0,blanket,0,blanket.n.01,noun.artifact,n,bedding that keeps a person warm in bed,he pulled the covers over his head and went to sleep,It has been the custom for most universities to stretch the blanket of accreditation for their liberal arts school to cover the shivering body of their fine arts department.
444,1,blanket,1,blanket.n.02,noun.object,n,anything that covers,there was a blanket of snow,"Zodiacal light and the gegenschein give some evidence for such a dust blanket, a phenomenon also to be expected if the dust before capture is in circular orbits about the sun, as indicated by the trend of the smaller visible meteors."
445,2,blanket,2,blanket.n.03,noun.artifact,n,a layer of lead surrounding the highly reactive core of a nuclear reactor,,[]
446,3,blanket,3,blanket.v.01,verb.contact,v,cover as if with a blanket,snow blanketed the fields,[]
447,4,blanket,4,blanket.v.02,verb.stative,v,form a blanket-like cover (over),,[]
448,5,blanket,5,across-the-board.s.01,adj.all,s,broad in scope or content,"across-the-board pay increases;an all-embracing definition;blanket sanctions against human-rights violators;an invention with broad applications;a panoptic study of Soviet nationality""- T.G.Winner;granted him wide powers",[]
449,0,bunny,0,bunny.n.01,noun.person,n,a young waitress in a nightclub whose costume includes the tail and ears of a rabbit,,[]
450,1,bunny,1,bunny.n.02,noun.animal,n,(usually informal) especially a young rabbit,,[]
451,0,sock,0,sock.n.01,noun.artifact,n,hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee,,[]
452,1,sock,1,windsock.n.01,noun.communication,n,"a truncated cloth cone mounted on a mast; used (e.g., at airports) to show the direction of the wind",,[]
453,2,sock,2,sock.v.01,verb.contact,v,hit hard,,"The first thing every morning when she washed her face she could see the scar on her chin where he 'd cut her with a boot cleat, and maybe she saw him heaving it again, the dirty sock popping out as it flew."
454,0,boat,0,boat.n.01,noun.artifact,n,a small vessel for travel on water,,"That boat in the river, maybe ""."
455,1,boat,1,gravy_boat.n.01,noun.artifact,n,a dish (often boat-shaped) for serving gravy or sauce,,[]
456,2,boat,2,boat.v.01,verb.motion,v,ride in a boat on water,,[]
457,0,bed,0,bed.n.01,noun.artifact,n,a piece of furniture that provides a place to sleep,he sat on the edge of the bed;the room had only a bed and chair,"He went for the bed, jumped on it, and struck where he could, repeatedly."
458,1,bed,1,bed.n.02,noun.artifact,n,a plot of ground in which plants are growing,the gardener planted a bed of roses,She smoothed the covers on Scotty 's bed and picked things up from the floor.
459,2,bed,2,bed.n.03,noun.object,n,a depression forming the ground under a body of water,he searched for treasure on the ocean bed,[]
460,3,bed,3,bed.n.04,noun.object,n,(geology) a stratum of rock (especially sedimentary rock),they found a bed of sandstone,[]
461,4,bed,4,seam.n.03,noun.location,n,a stratum of ore or coal thick enough to be mined with profit,he worked in the coal beds,[]
462,5,bed,5,layer.n.01,noun.artifact,n,single thickness of usually some homogeneous substance,slices of hard-boiled egg on a bed of spinach,[]
463,6,bed,6,bed.n.07,noun.artifact,n,the flat surface of a printing press on which the type form is laid in the last stage of producing a newspaper or magazine or book etc.,,[]
464,7,bed,7,bed.n.08,noun.artifact,n,a foundation of earth or rock supporting a road or railroad track,the track bed had washed away,[]
465,8,bed,8,bed.v.01,verb.possession,v,furnish with a bed,The inn keeper could bed all the new arrivals,[]
466,9,bed,9,bed.v.02,verb.contact,v,place (plants) in a prepared bed of soil,,[]
467,10,bed,10,bed.v.03,verb.contact,v,put to bed,The children were bedded at ten o'clock,[]
468,11,bed,11,sleep_together.v.01,verb.contact,v,have sexual intercourse with,This student sleeps with everyone in her dorm;Adam knew Eve;Were you ever intimate with this man?,[]
469,12,bed,12,go_to_bed.v.01,verb.body,v,prepare for sleep,I usually turn in at midnight;He goes to bed at the crack of dawn,[]
470,0,puppy,0,puppy.n.01,noun.animal,n,a young dog,,"Piepsam calls the cyclist "" cur "" and "" puppy "" among other things, and at the crisis of his fit a little fox-terrier stands before him and howls into his face."
471,1,puppy,1,puppy.n.02,noun.person,n,an inexperienced young person,,[]
